ball_in_right_hand,ball_dist,box_size,ball_in_left_hand,box_ang,ball_ang,box_dist,ball_size,activation
0.0,0.32531266918699997,0.9,0.0,0.608508065788,0.0,0.556278790652,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.455183921554,0.0,0.446428571429,0.85,1.0
1.0,0.583862794794,0.9,0.0,-0.36814904401799997,0.282942121052,0.44353898300300004,0.15,0.0
0.0,0.6351765906360001,0.9,0.0,-0.36814904401799997,0.282942121052,0.44353898300300004,0.15,0.0
1.0,0.553571429,0.9,0.0,-0.36814904401799997,0.282942121052,0.44353898300300004,0.15,0.0
1.0,0.17173102190499998,0.9,0.0,-0.36814904401799997,0.282942121052,0.44353898300300004,0.15,0.0
0.0,0.728221068575,0.9,0.0,-0.246705018789,0.516883145697,0.577660708971,0.85,0.0
0.0,0.553571429,0.9,0.0,-0.246705018789,0.516883145697,0.577660708971,0.85,0.0
0.0,0.327380952381,0.9,0.0,-0.246705018789,0.0,0.577660708971,0.85,1.0
0.0,0.578397711184,0.9,0.0,0.0820404717318,-0.32526377849,0.49819448239299996,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.0820404717318,0.0,0.49819448239299996,0.85,1.0
0.0,0.6925088276729999,0.9,0.0,0.774954578061,-0.38137884453299997,0.5704529231800001,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.774954578061,0.0,0.5704529231800001,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.161175891652,0.0,0.302564192071,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.506285023476,0.0,0.6066547930539999,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.695184351531,0.0,0.48187759353,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.682411829196,0.0,0.612417417556,0.85,1.0
0.0,0.34209866543399997,0.9,0.0,0.6782786794210001,0.291197907718,0.295445008537,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.6782786794210001,0.0,0.295445008537,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.342698032112,0.0,0.519967576,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.126558009269,0.0,0.44955277305200003,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.14890505502499998,0.0,0.593101964592,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.6931974036599999,0.0,0.46867276466700003,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.260660494795,0.0,0.525405866306,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.663206746991,0.0,0.5750367547240001,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.33733199137500003,0.0,0.684942571662,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.165339478441,0.0,0.5234236055039999,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.44275122204800005,0.0,0.49057035173,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.0543050043827,0.0,0.501828800495,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.539259929705,0.0,0.794541059941,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.752412295073,0.0,0.555071021136,0.85,1.0
0.0,0.512157406741,0.9,0.0,-0.774793314601,-0.25924344486900003,0.557143905096,0.85,0.0
0.0,0.327380952381,0.9,0.0,-0.774793314601,0.0,0.557143905096,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.426523050074,0.0,0.32179039193500003,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.53830640707,0.0,0.5714285714289999,0.85,1.0
0.0,0.549370573268,0.9,0.0,0.633829527727,0.107498398414,0.490773736898,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.633829527727,0.0,0.490773736898,0.85,1.0
0.0,0.387044798548,0.9,0.0,0.609860559938,-0.0166405837062,0.429734789125,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.609860559938,0.0,0.429734789125,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.725698731304,0.0,0.340328128133,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.560302835304,0.0,0.5081028762600001,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.40623756695,0.0,0.24253196544,0.85,1.0
