ball_in_right_hand,ball_dist,box_size,ball_in_left_hand,box_ang,ball_ang,box_dist,ball_size,activation
0.0,0.327380952381,0.9,0.0,-0.512302078459,0.0,0.707454997986,0.85,1.0
1.0,0.327380952381,0.9,1.0,-0.512302078459,0.0,0.707454997986,0.85,0.0
0.0,0.327380952381,0.9,0.0,-0.512302078459,0.0,0.707454997986,0.85,1.0
0.0,0.381978821703,0.9,0.0,0.7885061661120001,-0.11820034425999999,0.583736768721,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.7885061661120001,0.0,0.583736768721,0.85,1.0
0.0,0.542979176829,0.9,0.0,-0.6021662447439999,0.7004761877369999,0.7119226700210001,0.85,0.0
0.0,0.327380952381,0.9,0.0,-0.6021662447439999,0.0,0.7119226700210001,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.541687620814,0.0,0.739747085565,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.6500080364859999,0.0,0.450019923939,0.85,1.0
0.0,0.558086405742,0.9,0.0,0.269153203535,0.182335784325,0.393825219727,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.269153203535,0.0,0.393825219727,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.474014376583,0.0,0.283475953874,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.132578976554,0.0,0.583736768721,0.85,1.0
0.0,0.228695754023,0.9,0.0,-0.253778336044,-0.0849595509955,0.491238362761,0.85,1.0
0.0,0.248460691439,0.9,0.0,0.466747283268,0.30746628158100003,0.317915527434,0.15,0.0
0.0,0.248460691439,0.9,0.0,0.466747283268,0.0,0.317915527434,0.15,1.0
0.0,0.719055228591,0.9,0.0,-0.44283732737899995,0.452169641635,0.358406062623,0.85,0.0
0.0,0.327380952381,0.9,0.0,-0.44283732737899995,0.0,0.358406062623,0.85,1.0
0.0,0.43822368279299995,0.9,0.0,-0.7896072025319999,-0.16778948701,0.46395155638,0.15,0.0
0.0,0.327380952381,0.9,0.0,-0.7896072025319999,0.0,0.46395155638,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.145287517679,0.0,0.318725619243,0.15,1.0
0.0,0.75435146712,0.9,0.0,-0.12284724306099999,0.42528630239299997,0.5698874426780001,0.15,0.0
0.0,0.553571429,0.9,0.0,-0.12284724306099999,0.42528630239299997,0.5698874426780001,0.15,0.0
0.0,0.327380952381,0.9,0.0,-0.12284724306099999,0.0,0.5698874426780001,0.15,1.0
0.0,0.553571429,0.9,0.0,-0.626471090417,0.393522996933,0.5958578660399999,0.15,0.0
0.0,0.327380952381,0.9,0.0,-0.626471090417,0.0,0.5958578660399999,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.8197507423710001,0.0,0.550006354825,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.513994312797,0.0,0.23933317198800003,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.47636294064999996,0.0,0.596749393248,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.37353626127800005,0.0,0.707883570801,0.15,1.0
0.0,0.569836012342,0.9,0.0,-0.665068590824,0.154013700151,0.617918683483,0.85,0.0
0.0,0.327380952381,0.9,0.0,-0.665068590824,0.0,0.617918683483,0.85,1.0
0.0,0.475356558706,0.9,0.0,0.217902768147,-0.404138595952,0.293216537403,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.217902768147,0.0,0.293216537403,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.732102190731,0.0,0.323995096808,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.313675532209,0.0,0.6717234461480001,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.216654348507,0.0,0.611375254154,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.469235489547,0.0,0.779939276097,0.15,1.0
0.0,0.563921630234,0.9,0.0,0.500309919676,0.0803163783418,0.8519752887809999,0.15,0.0
0.0,0.327380952381,0.9,0.0,0.500309919676,0.0,0.8519752887809999,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.8110549473340001,0.0,0.48835778636999994,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.250902923823,0.0,0.39510166841300004,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.699039110661,0.0,0.486839270481,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.157090810931,0.0,0.6376308848610001,0.15,1.0
0.0,0.242433963112,0.9,0.0,0.301777219511,-0.212857523444,0.600181307952,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.5901537224669999,0.0,0.48355562433399996,0.15,1.0
0.0,0.235156560638,0.9,0.0,-0.43534582382200004,0.306696161796,0.602664764227,0.15,0.0
0.0,0.235156560638,0.9,0.0,-0.43534582382200004,0.0,0.602664764227,0.15,1.0
0.0,0.722788256716,0.9,0.0,0.245495865603,-0.5626288728109999,0.475952333314,0.15,0.0
0.0,0.327380952381,0.9,0.0,0.245495865603,0.0,0.475952333314,0.15,1.0
0.0,0.352544764709,0.9,0.0,0.46956273469099996,-0.0536202463172,0.818050745411,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.46956273469099996,0.0,0.818050745411,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.399007611212,0.0,0.5712232863960001,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.508911139418,0.0,0.775197334129,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.341308337824,0.0,0.304283437778,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.190165740277,0.0,0.486020029576,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.34295828055600003,0.0,0.63446362507,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.779482495748,0.0,0.39472251493,0.15,1.0
0.0,0.646614618582,0.9,0.0,-0.5028655148110001,-0.37472376206999997,0.729307632397,0.15,0.0
0.0,0.327380952381,0.9,0.0,-0.5028655148110001,0.0,0.729307632397,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.452169641635,0.0,0.719055228591,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.034477806984099996,0.0,0.613965800659,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.555555555556,0.0,0.402864528971,0.15,1.0
0.0,0.21877294342099998,0.9,0.0,-0.335181255528,0.0,0.663616916696,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.43110372854900003,0.0,0.650445838628,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.648758293435,0.0,0.233351431324,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.378092996527,0.0,0.745606146217,0.15,1.0
0.0,0.606093113247,0.9,0.0,0.359961949164,0.122546240823,0.528477321594,0.15,0.0
0.0,0.327380952381,0.9,0.0,0.359961949164,0.0,0.528477321594,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.157279590031,0.0,0.582752988654,0.15,1.0
0.0,0.580452121211,0.9,0.0,0.486762990075,0.0663085764881,0.574500555411,0.85,0.0
0.0,0.553571429,0.9,0.0,0.486762990075,0.0663085764881,0.574500555411,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.486762990075,0.0,0.574500555411,0.85,1.0
0.0,0.327380952381,0.9,0.0,-0.717026219507,0.0,0.30873770497200004,0.85,1.0
0.0,0.230930109431,0.9,0.0,0.080818404732,0.0,0.24643051031,0.15,1.0
0.0,0.42727590026600004,0.9,0.0,-0.37992637162,-0.139628795976,0.497534007742,0.15,0.0
0.0,0.327380952381,0.9,0.0,-0.37992637162,0.0,0.497534007742,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.62552204541,0.0,0.43503560570699995,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.355688811642,0.0,0.288549245614,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.5749303062309999,0.0,0.495692430728,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.618069343865,0.0,0.548574994896,0.15,1.0
0.0,0.17060773953800001,0.9,0.0,0.49084172905,-0.116818792692,0.802360957086,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.5151791614419999,0.0,0.766277756398,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.5190007884669999,0.0,0.369845457104,0.85,1.0
0.0,0.312325498381,0.9,0.0,0.45823284794200003,0.0,0.43333846467200005,0.15,1.0
0.0,0.5973431283439999,0.9,0.0,-0.12355530619100001,-0.106189936527,0.39472251493,0.15,0.0
0.0,0.553571429,0.9,0.0,-0.12355530619100001,-0.106189936527,0.39472251493,0.15,0.0
0.0,0.327380952381,0.9,0.0,-0.12355530619100001,0.0,0.39472251493,0.15,1.0
0.0,0.242923709417,0.9,0.0,-0.488634626126,0.0,0.460171350352,0.15,1.0
0.0,0.508780449694,0.9,0.0,0.295833197217,-0.06716459297539999,0.408569763191,0.85,0.0
0.0,0.327380952381,0.9,0.0,0.295833197217,0.0,0.408569763191,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.223726669727,0.0,0.5698874426780001,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.6026428991889999,0.0,0.32387512315,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.392307806757,0.0,0.672171373603,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.639683369005,0.0,0.554939611431,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.34657391278800004,0.0,0.184523809524,0.15,1.0
0.0,0.253630377202,0.9,0.0,0.6021662447439999,-0.327963594779,0.7119226700210001,0.15,0.0
0.0,0.253630377202,0.9,0.0,0.6021662447439999,0.0,0.7119226700210001,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.367959894731,0.0,0.587507772654,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.116818792692,0.0,0.46026309812399996,0.85,1.0
0.0,0.327380952381,0.9,0.0,0.34100092571699997,0.0,0.458701404526,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.011226919125899999,0.0,0.631046857239,0.15,1.0
0.0,0.327380952381,0.9,0.0,0.161057247691,0.0,0.381978821703,0.15,1.0
0.0,0.412316997773,0.9,0.0,-0.101210726494,0.15983345080999997,0.590585042785,0.15,0.0
0.0,0.327380952381,0.9,0.0,-0.101210726494,0.0,0.590585042785,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.663532867439,0.0,0.545276496586,0.15,1.0
0.0,0.327380952381,0.9,0.0,-0.462429305057,0.0,0.8107630619480001,0.15,1.0
