ball_in_right_hand,ball_dist,box_size,ball_in_left_hand,box_ang,ball_ang,box_dist,ball_size,activation
0.0,0.200082330898,0.9,1.0,-0.023375133898099996,-0.541687620814,0.601583914578,0.15,1.0
0.0,0.6514811404159999,0.9,1.0,-0.569843618125,-0.536233714993,0.714498272211,0.15,1.0
1.0,0.274935255795,0.9,0.0,0.508468211922,0.332742949768,0.766797865347,0.15,1.0
0.0,0.34209866543399997,0.9,0.0,0.6782786794210001,0.291197907718,0.295445008537,0.85,0.0
0.0,0.38714980060599996,0.9,1.0,-0.0653096445108,-0.508468211922,0.526559374426,0.15,0.0
0.0,0.617990794865,0.9,1.0,-0.375550365467,-0.282942121052,0.6333342751650001,0.15,0.0
0.0,0.553571429,0.9,1.0,-0.375550365467,-0.282942121052,0.6333342751650001,0.15,0.0
1.0,0.163925341048,0.9,0.0,0.12355530619100001,0.180504617144,0.60023056852,0.15,1.0
0.0,0.48037221572800004,0.9,1.0,-0.429085340167,-0.7107709259780001,0.590959407202,0.15,0.0
0.0,0.700673120305,0.9,0.0,-0.429085340167,-0.640326293858,0.590959407202,0.15,0.0
0.0,0.553571429,0.9,1.0,-0.429085340167,-0.640326293858,0.590959407202,0.15,0.0
1.0,0.327380952381,0.9,1.0,0.33733199137500003,0.0,0.684942571662,0.85,1.0
0.0,0.294203689469,0.9,1.0,-0.417241544874,-0.5988090326519999,0.769134586575,0.15,1.0
1.0,0.327380952381,0.9,1.0,0.539259929705,0.0,0.794541059941,0.85,1.0
0.0,0.549370573268,0.9,0.0,0.633829527727,0.107498398414,0.490773736898,0.85,0.0
0.0,0.6255712093110001,0.9,0.0,-0.138133332448,-0.7045942882330001,0.433113923994,0.15,0.0
0.0,0.553571429,0.9,1.0,-0.759750913595,-0.470326494818,0.605408741364,0.15,0.0
0.0,0.18938851879000002,0.9,1.0,-0.759750913595,-0.470326494818,0.605408741364,0.15,0.0
1.0,0.604797148265,0.9,0.0,0.264057071948,0.44820366818,0.648070888739,0.15,1.0
1.0,0.553571429,0.9,0.0,0.492689936735,0.181190038734,0.7345329414399999,0.15,1.0
1.0,0.327380952381,0.9,1.0,0.475603400761,0.0,0.6646122130390001,0.85,1.0
1.0,0.327380952381,0.9,1.0,-0.0987342403926,0.0,0.608264161624,0.85,1.0
1.0,0.327380952381,0.9,1.0,0.19762227526,0.0,0.636435925106,0.85,1.0
0.0,0.693839302604,0.9,0.0,0.453194179115,-0.36272355384300004,0.727384301112,0.15,0.0
1.0,0.553571429,0.9,0.0,0.453194179115,0.282942121052,0.727384301112,0.15,1.0
0.0,0.243021579184,0.9,1.0,-0.6777027243179999,-0.572002714245,0.6158243752970001,0.15,0.0
1.0,0.327380952381,0.9,1.0,-0.5071821127889999,0.0,0.804876189544,0.85,1.0
0.0,0.663616916696,0.9,0.0,-0.468879269812,0.335181255528,0.7418280162279999,0.15,0.0
0.0,0.553571429,0.9,1.0,-0.468879269812,-0.335181255528,0.7418280162279999,0.15,1.0
1.0,0.327380952381,0.9,1.0,0.362974249348,0.0,0.7418280162279999,0.85,1.0
0.0,0.553571429,0.9,1.0,-0.39891948921099996,-0.483625407043,0.704986378721,0.15,1.0
1.0,0.621443882861,0.9,0.0,0.6249679089760001,0.450635075562,0.697210261427,0.15,1.0
1.0,0.5191908599,0.9,0.0,0.46090365108900005,0.242196042076,0.76431459329,0.15,1.0
1.0,0.553571429,0.9,0.0,0.36409088645900006,0.0652005015857,0.7152417984810001,0.15,1.0
0.0,0.282241756921,0.9,1.0,-0.207193137596,-0.39846474462399994,0.664318279827,0.15,1.0
1.0,0.553571429,0.9,0.0,0.179218518011,0.506609200952,0.569604528299,0.15,0.0
1.0,0.327380952381,0.9,1.0,-0.432765371081,0.0,0.782595659032,0.85,1.0
0.0,0.587658194269,0.9,1.0,-0.15529549675899998,-0.708404406528,0.61890359578,0.15,1.0
0.0,0.19642857142900003,0.9,1.0,-0.101163744872,-0.393713479035,0.632674704186,0.15,1.0
0.0,0.553571429,0.9,1.0,-0.480718656929,-0.45426288652400004,0.8375279650399999,0.15,1.0
1.0,0.327380952381,0.9,1.0,0.45295954114200004,0.0,0.638098981722,0.85,0.0
1.0,0.540996013125,0.9,0.0,0.538796717969,0.483259091538,0.7692941378779999,0.15,1.0
0.0,0.50640573127,0.9,1.0,-0.469896471539,-0.0269338444883,0.6823161915379999,0.15,1.0
1.0,0.247688614304,0.9,0.0,0.357625440075,0.16214842353599998,0.642950143134,0.15,1.0
1.0,0.327380952381,0.9,1.0,-0.517357307915,0.0,0.816707559993,0.85,1.0
1.0,0.327380952381,0.9,1.0,0.56915686562,0.0,0.756579788021,0.85,1.0
1.0,0.327380952381,0.9,1.0,0.6289736179500001,0.0,0.693446930036,0.85,1.0
0.0,0.553571429,0.9,1.0,-0.28640235202,-0.504068684878,0.6969280708660001,0.15,1.0
1.0,0.553571429,0.9,0.0,0.27311039471500004,0.552001036215,0.671275264824,0.15,1.0
0.0,0.550826679581,0.9,1.0,-0.445917788265,-0.069250301808,0.698879701709,0.15,1.0
1.0,0.327380952381,0.9,1.0,-0.252463550751,0.0,0.6305743567350001,0.85,1.0
0.0,0.553571429,0.9,1.0,-0.482889039098,-0.50233795278,0.7018200293250001,0.15,1.0
1.0,0.390567971262,0.9,0.0,0.429246377228,0.175290790418,0.75773223578,0.15,1.0
0.0,0.775811248199,0.9,0.0,-0.35608222389399996,-0.42506183678000004,0.34983227603100003,0.15,0.0
1.0,0.22444138205400002,0.9,1.0,-0.0285069480127,0.0,0.619647413746,0.85,1.0
